pdf_url,movie_name_script_slug_conventioned,movie_name_imsdb_conventioned,full_url_imsdb,_merge_imsdb_scriptslug,movie_name_conventioned,movie_name_imsdb_error,error,movie_name_imsdb_conventioned_error,scrapping_url,scrapping_url_extension
,,Charlies Angels,https://imsdb.com//scripts//Charlie's-Angels.html,right_only,Charlies Angels,,,,https://imsdb.com//scripts//Charlie's-Angels.html,html
https://assets.scriptslug.com/live/pdf/scripts/chasing-amy-1997.pdf?v=1729114885,Chasing Amy,Chasing Amy,https://imsdb.com//scripts//Chasing-Amy.html,both,Chasing Amy,,,,https://assets.scriptslug.com/live/pdf/scripts/chasing-amy-1997.pdf?v=1729114885,pdf
,,Chasing Sleep,https://imsdb.com//scripts//Chasing-Sleep.html,right_only,Chasing Sleep,,,,https://imsdb.com//scripts//Chasing-Sleep.html,html
https://assets.scriptslug.com/live/pdf/scripts/chef-2015.pdf?v=1729114885,Chef,,,left_only,Chef,,,,https://assets.scriptslug.com/live/pdf/scripts/chef-2015.pdf?v=1729114885,pdf
https://assets.scriptslug.com/live/pdf/scripts/cherry-2021.pdf?v=1729114885,Cherry,,,left_only,Cherry,,,,https://assets.scriptslug.com/live/pdf/scripts/cherry-2021.pdf?v=1729114885,pdf
,,Cherry Falls,https://imsdb.com//scripts//Cherry-Falls.html,right_only,Cherry Falls,,,,https://imsdb.com//scripts//Cherry-Falls.html,html
https://assets.scriptslug.com/live/pdf/scripts/children-of-men-2006.pdf?v=1729114886,Children Of Men,,,left_only,Children Of Men,,,,https://assets.scriptslug.com/live/pdf/scripts/children-of-men-2006.pdf?v=1729114886,pdf
https://assets.scriptslug.com/live/pdf/scripts/childs-play-1988.pdf?v=1729114886,Childs Play,,,left_only,Childs Play,,,,https://assets.scriptslug.com/live/pdf/scripts/childs-play-1988.pdf?v=1729114886,pdf
https://assets.scriptslug.com/live/pdf/scripts/chinatown-1974.pdf?v=1729114886,Chinatown,Chinatown,https://imsdb.com//scripts//Chinatown.html,both,Chinatown,,,,https://assets.scriptslug.com/live/pdf/scripts/chinatown-1974.pdf?v=1729114886,pdf
,,Christ Complex,https://imsdb.com//scripts//Christ-Complex.html,right_only,Christ Complex,,,,https://imsdb.com//scripts//Christ-Complex.html,html
https://assets.scriptslug.com/live/pdf/scripts/christine-1983.pdf?v=1729114886,Christine,,,left_only,Christine,,,,https://assets.scriptslug.com/live/pdf/scripts/christine-1983.pdf?v=1729114886,pdf
https://assets.scriptslug.com/live/pdf/scripts/christmas-at-pee-wees-playhouse-1988.pdf?v=1729114886,Christmas At Pee Wees Playhouse,,,left_only,Christmas At Pee Wees Playhouse,,,,https://assets.scriptslug.com/live/pdf/scripts/christmas-at-pee-wees-playhouse-1988.pdf?v=1729114886,pdf
https://assets.scriptslug.com/live/pdf/scripts/chronicle-2012.pdf?v=1729114886,Chronicle,Chronicle,https://imsdb.com//scripts//Chronicle.html,both,Chronicle,,,,https://assets.scriptslug.com/live/pdf/scripts/chronicle-2012.pdf?v=1729114886,pdf
,,Chronicles Of Narnia The Lion The Witch And The Wardrobe,"https://imsdb.com//scripts//Chronicles-of-Narnia-The-Lion,-the-Witch-and-the-Wardrobe.html",right_only,Chronicles Of Narnia The Lion The Witch And The Wardrobe,,,,"https://imsdb.com//scripts//Chronicles-of-Narnia-The-Lion,-the-Witch-and-the-Wardrobe.html",html
https://assets.scriptslug.com/live/pdf/scripts/cinderella-man-2005.pdf?v=1729114886,Cinderella Man,,,left_only,Cinderella Man,,,,https://assets.scriptslug.com/live/pdf/scripts/cinderella-man-2005.pdf?v=1729114886,pdf
,,Cinema Paradiso,https://imsdb.com//scripts//Cinema-Paradiso.html,right_only,Cinema Paradiso,,,,https://imsdb.com//scripts//Cinema-Paradiso.html,html
,,Cirque Du Freak The Vampires Assistant,https://imsdb.com//scripts//Cirque-du-Freak-The-Vampire's-Assistant.html,right_only,Cirque Du Freak The Vampires Assistant,,,,https://imsdb.com//scripts//Cirque-du-Freak-The-Vampire's-Assistant.html,html
https://assets.scriptslug.com/live/pdf/scripts/citizen-kane-1941.pdf?v=1729114886,Citizen Kane,Citizen Kane,https://imsdb.com//scripts//Citizen-Kane.html,both,Citizen Kane,,,,https://assets.scriptslug.com/live/pdf/scripts/citizen-kane-1941.pdf?v=1729114886,pdf
,,City Of Joy,https://imsdb.com//scripts//City-of-Joy.html,right_only,City Of Joy,,,,https://imsdb.com//scripts//City-of-Joy.html,html
,,Clash Of The Titans,https://imsdb.com//scripts//Clash-of-the-Titans.html,right_only,Clash Of The Titans,,,,https://imsdb.com//scripts//Clash-of-the-Titans.html,html
https://assets.scriptslug.com/live/pdf/scripts/clear-and-present-danger-1994.pdf?v=1729114886,Clear And Present Danger,,,left_only,Clear And Present Danger,,,,https://assets.scriptslug.com/live/pdf/scripts/clear-and-present-danger-1994.pdf?v=1729114886,pdf
https://assets.scriptslug.com/live/pdf/scripts/clerks-1994.pdf?v=1729114887,Clerks,Clerks,https://imsdb.com//scripts//Clerks.html,both,Clerks,,,,https://assets.scriptslug.com/live/pdf/scripts/clerks-1994.pdf?v=1729114887,pdf
https://assets.scriptslug.com/live/pdf/scripts/clearks-ii-2006.pdf?v=1729114887,Clerks 2,,,left_only,Clerks 2,,,,https://assets.scriptslug.com/live/pdf/scripts/clearks-ii-2006.pdf?v=1729114887,pdf
,,Cliffhanger,https://imsdb.com//scripts//Cliffhanger.html,right_only,Cliffhanger,,,,https://imsdb.com//scripts//Cliffhanger.html,html
https://assets.scriptslug.com/live/pdf/scripts/clockers-1995.pdf?v=1729114887,Clockers,,,left_only,Clockers,,,,https://assets.scriptslug.com/live/pdf/scripts/clockers-1995.pdf?v=1729114887,pdf
https://assets.scriptslug.com/live/pdf/scripts/close-encounters-of-the-third-kind-1977.pdf?v=1729114887,Close Encounters Of The Third Kind,,,left_only,Close Encounters Of The Third Kind,,,,https://assets.scriptslug.com/live/pdf/scripts/close-encounters-of-the-third-kind-1977.pdf?v=1729114887,pdf
https://assets.scriptslug.com/live/pdf/scripts/cloud-atlas-2012.pdf?v=1729114887,Cloud Atlas,,,left_only,Cloud Atlas,,,,https://assets.scriptslug.com/live/pdf/scripts/cloud-atlas-2012.pdf?v=1729114887,pdf
https://assets.scriptslug.com/live/pdf/scripts/cloverfield-2008.pdf?v=1729114887,Cloverfield,,,left_only,Cloverfield,,,,https://assets.scriptslug.com/live/pdf/scripts/cloverfield-2008.pdf?v=1729114887,pdf
https://assets.scriptslug.com/live/pdf/scripts/clue-1985.pdf?v=1729114887,Clue,,,left_only,Clue,,,,https://assets.scriptslug.com/live/pdf/scripts/clue-1985.pdf?v=1729114887,pdf
,,Clueless,https://imsdb.com//scripts//Clueless.html,right_only,Clueless,,,,https://imsdb.com//scripts//Clueless.html,html
https://assets.scriptslug.com/live/pdf/scripts/cmon-cmon-2021.pdf?v=1729114887,Cmon Cmon,,,left_only,Cmon Cmon,,,,https://assets.scriptslug.com/live/pdf/scripts/cmon-cmon-2021.pdf?v=1729114887,pdf
,,Cobb,https://imsdb.com//scripts//Cobb.html,right_only,Cobb,,,,https://imsdb.com//scripts//Cobb.html,html
https://assets.scriptslug.com/live/pdf/scripts/coco-2017.pdf?v=1729114888,Coco,Coco,https://imsdb.com//scripts//Coco.html,both,Coco,,,,https://assets.scriptslug.com/live/pdf/scripts/coco-2017.pdf?v=1729114888,pdf
https://assets.scriptslug.com/live/pdf/scripts/cocoon-1985.pdf?v=1729114888,Cocoon,,,left_only,Cocoon,,,,https://assets.scriptslug.com/live/pdf/scripts/cocoon-1985.pdf?v=1729114888,pdf
https://assets.scriptslug.com/live/pdf/scripts/coda-2021.pdf?v=1729114888,Coda,,,left_only,Coda,,,,https://assets.scriptslug.com/live/pdf/scripts/coda-2021.pdf?v=1729114888,pdf
,,Code Of Silence,https://imsdb.com//scripts//Code-of-Silence.html,right_only,Code Of Silence,,,,https://imsdb.com//scripts//Code-of-Silence.html,html
https://assets.scriptslug.com/live/pdf/scripts/cold-mountain-2003.pdf?v=1729114888,Cold Mountain,Cold Mountain,https://imsdb.com//scripts//Cold-Mountain.html,both,Cold Mountain,,,,https://assets.scriptslug.com/live/pdf/scripts/cold-mountain-2003.pdf?v=1729114888,pdf
https://assets.scriptslug.com/live/pdf/scripts/colette-2018.pdf?v=1729114888,Colette,,,left_only,Colette,,,,https://assets.scriptslug.com/live/pdf/scripts/colette-2018.pdf?v=1729114888,pdf
https://assets.scriptslug.com/live/pdf/scripts/collateral-2004.pdf?v=1729114888,Collateral,Collateral,https://imsdb.com//scripts//Collateral.html,both,Collateral,,,,https://assets.scriptslug.com/live/pdf/scripts/collateral-2004.pdf?v=1729114888,pdf
,,Collateral Damage,https://imsdb.com//scripts//Collateral-Damage.html,right_only,Collateral Damage,,,,https://imsdb.com//scripts//Collateral-Damage.html,html
,,Colombiana,https://imsdb.com//scripts//Colombiana.html,right_only,Colombiana,,,,https://imsdb.com//scripts//Colombiana.html,html
https://assets.scriptslug.com/live/pdf/scripts/color-of-night-1994.pdf?v=1729114888,Color Of Night,Color Of Night,https://imsdb.com//scripts//Color-of-Night.html,both,Color Of Night,,,,https://assets.scriptslug.com/live/pdf/scripts/color-of-night-1994.pdf?v=1729114888,pdf
https://assets.scriptslug.com/live/pdf/scripts/come-to-daddy-2020.pdf?v=1729114889,Come To Daddy,,,left_only,Come To Daddy,,,,https://assets.scriptslug.com/live/pdf/scripts/come-to-daddy-2020.pdf?v=1729114889,pdf
https://assets.scriptslug.com/live/pdf/scripts/coming-home-1978.pdf?v=1729114889,Coming Home,,,left_only,Coming Home,,,,https://assets.scriptslug.com/live/pdf/scripts/coming-home-1978.pdf?v=1729114889,pdf
https://assets.scriptslug.com/live/pdf/scripts/coming-to-america-1988.pdf?v=1729114889,Coming To America,,,left_only,Coming To America,,,,https://assets.scriptslug.com/live/pdf/scripts/coming-to-america-1988.pdf?v=1729114889,pdf
https://assets.scriptslug.com/live/pdf/scripts/commando-1985.pdf?v=1729114889,Commando,Commando,https://imsdb.com//scripts//Commando.html,both,Commando,Commando,HTML len = 0 : no content scrapped,Commando,https://assets.scriptslug.com/live/pdf/scripts/commando-1985.pdf?v=1729114889,pdf
https://assets.scriptslug.com/live/pdf/scripts/con-air-1997.pdf?v=1729114889,Con Air,,,left_only,Con Air,,,,https://assets.scriptslug.com/live/pdf/scripts/con-air-1997.pdf?v=1729114889,pdf
https://assets.scriptslug.com/live/pdf/scripts/conclave-2024.pdf?v=1738463617,Conclave,,,left_only,Conclave,,,,https://assets.scriptslug.com/live/pdf/scripts/conclave-2024.pdf?v=1738463617,pdf
https://assets.scriptslug.com/live/pdf/scripts/conheads-1993.pdf?v=1729114890,Coneheads,,,left_only,Coneheads,,,,https://assets.scriptslug.com/live/pdf/scripts/conheads-1993.pdf?v=1729114890,pdf
,,Confessions Of A Dangerous Mind,https://imsdb.com//scripts//Confessions-of-a-Dangerous-Mind.html,right_only,Confessions Of A Dangerous Mind,,,,https://imsdb.com//scripts//Confessions-of-a-Dangerous-Mind.html,html
,,Confidence,https://imsdb.com//scripts//Confidence.html,right_only,Confidence,,,,https://imsdb.com//scripts//Confidence.html,html
https://assets.scriptslug.com/live/pdf/scripts/constantine-2005.pdf?v=1729114890,Constantine,Constantine,https://imsdb.com//scripts//Constantine.html,both,Constantine,,,,https://assets.scriptslug.com/live/pdf/scripts/constantine-2005.pdf?v=1729114890,pdf
https://assets.scriptslug.com/live/pdf/scripts/contact-1997.pdf?v=1729114890,Contact,Contact,https://imsdb.com//scripts//Contact.html,both,Contact,Contact,"Webstatus : 404
",Contact,https://assets.scriptslug.com/live/pdf/scripts/contact-1997.pdf?v=1729114890,pdf
https://assets.scriptslug.com/live/pdf/scripts/contagion-2011.pdf?v=1729114890,Contagion,,,left_only,Contagion,,,,https://assets.scriptslug.com/live/pdf/scripts/contagion-2011.pdf?v=1729114890,pdf
https://assets.scriptslug.com/live/pdf/scripts/cool-hand-luke-1967.pdf?v=1729114890,Cool Hand Luke,,,left_only,Cool Hand Luke,,,,https://assets.scriptslug.com/live/pdf/scripts/cool-hand-luke-1967.pdf?v=1729114890,pdf
https://assets.scriptslug.com/live/pdf/scripts/cool-runnings-1993.pdf?v=1729114890,Cool Runnings,,,left_only,Cool Runnings,,,,https://assets.scriptslug.com/live/pdf/scripts/cool-runnings-1993.pdf?v=1729114890,pdf
https://assets.scriptslug.com/live/pdf/scripts/copycat-1995.pdf?v=1729114890,Copycat,Copycat,https://imsdb.com//scripts//Copycat.html,both,Copycat,,,,https://assets.scriptslug.com/live/pdf/scripts/copycat-1995.pdf?v=1729114890,pdf
https://assets.scriptslug.com/live/pdf/scripts/coraline-2009.pdf?v=1729114890,Coraline,Coraline,https://imsdb.com//scripts//Coraline.html,both,Coraline,,,,https://assets.scriptslug.com/live/pdf/scripts/coraline-2009.pdf?v=1729114890,pdf
,,Coriolanus,https://imsdb.com//scripts//Coriolanus.html,right_only,Coriolanus,,,,https://imsdb.com//scripts//Coriolanus.html,html
https://assets.scriptslug.com/live/pdf/scripts/corpse-bride-2005.pdf?v=1729114891,Corpse Bride,Corpse Bride,https://imsdb.com//scripts//Corpse-Bride.html,both,Corpse Bride,,,,https://assets.scriptslug.com/live/pdf/scripts/corpse-bride-2005.pdf?v=1729114891,pdf
https://assets.scriptslug.com/live/pdf/scripts/courage-under-fire-1996.pdf?v=1729114891,Courage Under Fire,Courage Under Fire,https://imsdb.com//scripts//Courage-Under-Fire.html,both,Courage Under Fire,Courage Under Fire,HTML len = 0 : no content scrapped,Courage Under Fire,https://assets.scriptslug.com/live/pdf/scripts/courage-under-fire-1996.pdf?v=1729114891,pdf
,,Cradle 2 The Grave,https://imsdb.com//scripts//Cradle-2-the-Grave.html,right_only,Cradle 2 The Grave,,,,https://imsdb.com//scripts//Cradle-2-the-Grave.html,html
,,Crank,https://imsdb.com//scripts//Crank.html,right_only,Crank,,,,https://imsdb.com//scripts//Crank.html,html
https://assets.scriptslug.com/live/pdf/scripts/crash-2004.pdf?v=1729114891,Crash,Crash,https://imsdb.com//scripts//Crash.html,both,Crash,,,,https://assets.scriptslug.com/live/pdf/scripts/crash-2004.pdf?v=1729114891,pdf
https://assets.scriptslug.com/live/pdf/scripts/crawl-2019.pdf?v=1729114891,Crawl,,,left_only,Crawl,,,,https://assets.scriptslug.com/live/pdf/scripts/crawl-2019.pdf?v=1729114891,pdf
https://assets.scriptslug.com/live/pdf/scripts/crazy-rich-asians-2018.pdf?v=1729114891,Crazy Rich Asians,,,left_only,Crazy Rich Asians,,,,https://assets.scriptslug.com/live/pdf/scripts/crazy-rich-asians-2018.pdf?v=1729114891,pdf
https://assets.scriptslug.com/live/pdf/scripts/crazy-stupid-love-2011.pdf?v=1729114891,Crazy Stupid Love,Crazy Stupid Love,"https://imsdb.com//scripts//Crazy,-Stupid,-Love.html",both,Crazy Stupid Love,,,,https://assets.scriptslug.com/live/pdf/scripts/crazy-stupid-love-2011.pdf?v=1729114891,pdf
,,Crazylove,https://imsdb.com//scripts//Crazylove.html,right_only,Crazylove,,,,https://imsdb.com//scripts//Crazylove.html,html
,,Creation,https://imsdb.com//scripts//Creation.html,right_only,Creation,,,,https://imsdb.com//scripts//Creation.html,html
https://assets.scriptslug.com/live/pdf/scripts/creed-2015.pdf?v=1729114891,Creed,,,left_only,Creed,,,,https://assets.scriptslug.com/live/pdf/scripts/creed-2015.pdf?v=1729114891,pdf
https://assets.scriptslug.com/live/pdf/scripts/creed-ii-2018.pdf?v=1729114891,Creed 2,,,left_only,Creed 2,,,,https://assets.scriptslug.com/live/pdf/scripts/creed-ii-2018.pdf?v=1729114891,pdf
https://assets.scriptslug.com/live/pdf/scripts/creed-iii-2023.pdf?v=1729114891,Creed 3,,,left_only,Creed 3,,,,https://assets.scriptslug.com/live/pdf/scripts/creed-iii-2023.pdf?v=1729114891,pdf
,,Crime Spree,https://imsdb.com//scripts//Crime-Spree.html,right_only,Crime Spree,,,,https://imsdb.com//scripts//Crime-Spree.html,html
https://assets.scriptslug.com/live/pdf/scripts/crimson-peak-2015.pdf?v=1729114891,Crimson Peak,,,left_only,Crimson Peak,,,,https://assets.scriptslug.com/live/pdf/scripts/crimson-peak-2015.pdf?v=1729114891,pdf
https://assets.scriptslug.com/live/pdf/scripts/critters-1986.pdf?v=1729114892,Critters,,,left_only,Critters,,,,https://assets.scriptslug.com/live/pdf/scripts/critters-1986.pdf?v=1729114892,pdf
,,Crouching Tiger Hidden Dragon,"https://imsdb.com//scripts//Crouching-Tiger,-Hidden-Dragon.html",right_only,Crouching Tiger Hidden Dragon,,,,"https://imsdb.com//scripts//Crouching-Tiger,-Hidden-Dragon.html",html
,,Croupier,https://imsdb.com//scripts//Croupier.html,right_only,Croupier,,,,https://imsdb.com//scripts//Croupier.html,html
,,Cruel Intentions,https://imsdb.com//scripts//Cruel-Intentions.html,right_only,Cruel Intentions,,,,https://imsdb.com//scripts//Cruel-Intentions.html,html
,,Crying Game,https://imsdb.com//scripts//Crying-Game.html,right_only,Crying Game,,,,https://imsdb.com//scripts//Crying-Game.html,html
,,Cube,https://imsdb.com//scripts//Cube.html,right_only,Cube,,,,https://imsdb.com//scripts//Cube.html,html
https://assets.scriptslug.com/live/pdf/scripts/curly-sue-1991.pdf?v=1729114892,Curly Sue,,,left_only,Curly Sue,,,,https://assets.scriptslug.com/live/pdf/scripts/curly-sue-1991.pdf?v=1729114892,pdf
,,Custody,https://imsdb.com//scripts//Custody.html,right_only,Custody,,,,https://imsdb.com//scripts//Custody.html,html
https://assets.scriptslug.com/live/pdf/scripts/cyrano-2022.pdf?v=1729114892,Cyrano,,,left_only,Cyrano,,,,https://assets.scriptslug.com/live/pdf/scripts/cyrano-2022.pdf?v=1729114892,pdf
https://assets.scriptslug.com/live/pdf/scripts/d2-the-mighty-ducks-1994.pdf?v=1729114892,D2 The Mighty Ducks,,,left_only,D2 The Mighty Ducks,,,,https://assets.scriptslug.com/live/pdf/scripts/d2-the-mighty-ducks-1994.pdf?v=1729114892,pdf
https://assets.scriptslug.com/live/pdf/scripts/d3-the-mighty-ducks-1996.pdf?v=1729114892,D3 The Mighty Ducks,,,left_only,D3 The Mighty Ducks,,,,https://assets.scriptslug.com/live/pdf/scripts/d3-the-mighty-ducks-1996.pdf?v=1729114892,pdf
https://assets.scriptslug.com/live/pdf/scripts/da-5-bloods-2020.pdf?v=1729114892,Da 5 Bloods,,,left_only,Da 5 Bloods,,,,https://assets.scriptslug.com/live/pdf/scripts/da-5-bloods-2020.pdf?v=1729114892,pdf
https://assets.scriptslug.com/live/pdf/scripts/dallas-buyers-club-2013.pdf?v=1729114892,Dallas Buyers Club,Dallas Buyers Club,https://imsdb.com//scripts//Dallas-Buyers-Club.html,both,Dallas Buyers Club,,,,https://assets.scriptslug.com/live/pdf/scripts/dallas-buyers-club-2013.pdf?v=1729114892,pdf
https://assets.scriptslug.com/live/pdf/scripts/dances-with-wolves-1990.pdf?v=1729114892,Dances With Wolves,Dances With Wolves,https://imsdb.com//scripts//Dances-with-Wolves.html,both,Dances With Wolves,,,,https://assets.scriptslug.com/live/pdf/scripts/dances-with-wolves-1990.pdf?v=1729114892,pdf
https://assets.scriptslug.com/live/pdf/scripts/daredevil-2003.pdf?v=1729114892,Daredevil,,,left_only,Daredevil,,,,https://assets.scriptslug.com/live/pdf/scripts/daredevil-2003.pdf?v=1729114892,pdf
https://assets.scriptslug.com/live/pdf/scripts/dark-city-1998.pdf?v=1729114893,Dark City,Dark City,https://imsdb.com//scripts//Dark-City.html,both,Dark City,,,,https://assets.scriptslug.com/live/pdf/scripts/dark-city-1998.pdf?v=1729114893,pdf
,,Dark Star,https://imsdb.com//scripts//Dark-Star.html,right_only,Dark Star,,,,https://imsdb.com//scripts//Dark-Star.html,html
https://assets.scriptslug.com/live/pdf/scripts/darker-than-amber-1970.pdf?v=1729114893,Darker Than Amber,,,left_only,Darker Than Amber,,,,https://assets.scriptslug.com/live/pdf/scripts/darker-than-amber-1970.pdf?v=1729114893,pdf
https://assets.scriptslug.com/live/pdf/scripts/darkest-hour-2017.pdf?v=1729114893,Darkest Hour,,,left_only,Darkest Hour,,,,https://assets.scriptslug.com/live/pdf/scripts/darkest-hour-2017.pdf?v=1729114893,pdf
https://assets.scriptslug.com/live/pdf/scripts/darkman-1990.pdf?v=1729114893,Darkman,Darkman,https://imsdb.com//scripts//Darkman.html,both,Darkman,,,,https://assets.scriptslug.com/live/pdf/scripts/darkman-1990.pdf?v=1729114893,pdf
,,Date Night,https://imsdb.com//scripts//Date-Night.html,right_only,Date Night,,,,https://imsdb.com//scripts//Date-Night.html,html
,,Dave Barrys Complete Guide To Guys,https://imsdb.com//scripts//Dave-Barry's-Complete-Guide-to-Guys.html,right_only,Dave Barrys Complete Guide To Guys,,,,https://imsdb.com//scripts//Dave-Barry's-Complete-Guide-to-Guys.html,html
https://assets.scriptslug.com/live/pdf/scripts/dawn-of-the-dead-2004.pdf?v=1729114893,Dawn Of The Dead,Dawn Of The Dead,https://imsdb.com//scripts//Dawn-of-the-Dead.html,both,Dawn Of The Dead,,,,https://assets.scriptslug.com/live/pdf/scripts/dawn-of-the-dead-2004.pdf?v=1729114893,pdf
https://assets.scriptslug.com/live/pdf/scripts/dawn-of-the-planet-of-the-apes-2014.pdf?v=1729114893,Dawn Of The Planet Of The Apes,,,left_only,Dawn Of The Planet Of The Apes,,,,https://assets.scriptslug.com/live/pdf/scripts/dawn-of-the-planet-of-the-apes-2014.pdf?v=1729114893,pdf
,,Day Of The Dead,https://imsdb.com//scripts//Day-of-the-Dead.html,right_only,Day Of The Dead,,,,https://imsdb.com//scripts//Day-of-the-Dead.html,html
https://assets.scriptslug.com/live/pdf/scripts/days-of-heaven-1978.pdf?v=1729114893,Days Of Heaven,Days Of Heaven,https://imsdb.com//scripts//Days-of-Heaven.html,both,Days Of Heaven,,,,https://assets.scriptslug.com/live/pdf/scripts/days-of-heaven-1978.pdf?v=1729114893,pdf
https://assets.scriptslug.com/live/pdf/scripts/dazed-and-confused-1993.pdf?v=1729114893,Dazed And Confused,,,left_only,Dazed And Confused,,,,https://assets.scriptslug.com/live/pdf/scripts/dazed-and-confused-1993.pdf?v=1729114893,pdf
https://assets.scriptslug.com/live/pdf/scripts/dead-poets-society-1989.pdf?v=1729114893,Dead Poets Society,Dead Poets Society,https://imsdb.com//scripts//Dead-Poets-Society.html,both,Dead Poets Society,,,,https://assets.scriptslug.com/live/pdf/scripts/dead-poets-society-1989.pdf?v=1729114893,pdf
https://assets.scriptslug.com/live/pdf/scripts/deadpool-2016.pdf?v=1729114893,Deadpool,Deadpool,https://imsdb.com//scripts//Deadpool.html,both,Deadpool,,,,https://assets.scriptslug.com/live/pdf/scripts/deadpool-2016.pdf?v=1729114893,pdf
https://assets.scriptslug.com/live/pdf/scripts/deadpool-and-wolverine-2024.pdf?v=1738462441,Deadpool & Wolverine,Deadpool & Wolverine,https://imsdb.com//scripts//Deadpool-&-Wolverine.html,both,Deadpool & Wolverine,Deadpool & Wolverine,HTML len = 0 : no content scrapped,Deadpool & Wolverine,https://assets.scriptslug.com/live/pdf/scripts/deadpool-and-wolverine-2024.pdf?v=1738462441,pdf
https://assets.scriptslug.com/live/pdf/scripts/dear-white-people-2014.pdf?v=1729114894,Dear White People,Dear White People,https://imsdb.com//scripts//Dear-White-People.html,both,Dear White People,,,,https://assets.scriptslug.com/live/pdf/scripts/dear-white-people-2014.pdf?v=1729114894,pdf
https://assets.scriptslug.com/live/pdf/scripts/death-at-a-funeral-2007.pdf?v=1729114894,Death At A Funeral,Death At A Funeral,https://imsdb.com//scripts//Death-at-a-Funeral.html,both,Death At A Funeral,,,,https://assets.scriptslug.com/live/pdf/scripts/death-at-a-funeral-2007.pdf?v=1729114894,pdf
https://assets.scriptslug.com/live/pdf/scripts/death-becomes-her-1992.pdf?v=1729114894,Death Becomes Her,,,left_only,Death Becomes Her,,,,https://assets.scriptslug.com/live/pdf/scripts/death-becomes-her-1992.pdf?v=1729114894,pdf
https://assets.scriptslug.com/live/pdf/scripts/death-note-2017.pdf?v=1729114894,Death Note,,,left_only,Death Note,,,,https://assets.scriptslug.com/live/pdf/scripts/death-note-2017.pdf?v=1729114894,pdf
https://assets.scriptslug.com/live/pdf/scripts/death-proof-2007.pdf?v=1729114894,Death Proof,,,left_only,Death Proof,,,,https://assets.scriptslug.com/live/pdf/scripts/death-proof-2007.pdf?v=1729114894,pdf
,,Death To Smoochy,https://imsdb.com//scripts//Death-to-Smoochy.html,right_only,Death To Smoochy,,,,https://imsdb.com//scripts//Death-to-Smoochy.html,html
,,Deception,https://imsdb.com//scripts//Deception.html,right_only,Deception,,,,https://imsdb.com//scripts//Deception.html,html
,,Deep Cover,https://imsdb.com//scripts//Deep-Cover.html,right_only,Deep Cover,,,,https://imsdb.com//scripts//Deep-Cover.html,html
,,Deep Rising,https://imsdb.com//scripts//Deep-Rising.html,right_only,Deep Rising,,,,https://imsdb.com//scripts//Deep-Rising.html,html
https://assets.scriptslug.com/live/pdf/scripts/deep-star-six-1989.pdf?v=1729114895,Deep Star Six,,,left_only,Deep Star Six,,,,https://assets.scriptslug.com/live/pdf/scripts/deep-star-six-1989.pdf?v=1729114895,pdf
,,Defiance,https://imsdb.com//scripts//Defiance.html,right_only,Defiance,,,,https://imsdb.com//scripts//Defiance.html,html
https://assets.scriptslug.com/live/pdf/scripts/demolition-man-1993.pdf?v=1729114895,Demolition Man,,,left_only,Demolition Man,,,,https://assets.scriptslug.com/live/pdf/scripts/demolition-man-1993.pdf?v=1729114895,pdf
https://assets.scriptslug.com/live/pdf/scripts/den-of-thieves-2018.pdf?v=1729114895,Den Of Thieves,,,left_only,Den Of Thieves,,,,https://assets.scriptslug.com/live/pdf/scripts/den-of-thieves-2018.pdf?v=1729114895,pdf
https://assets.scriptslug.com/live/pdf/scripts/denial-2016.pdf?v=1729114895,Denial,,,left_only,Denial,,,,https://assets.scriptslug.com/live/pdf/scripts/denial-2016.pdf?v=1729114895,pdf
,,Despicable Me 2,https://imsdb.com//scripts//Despicable-Me-2.html,right_only,Despicable Me 2,,,,https://imsdb.com//scripts//Despicable-Me-2.html,html
https://assets.scriptslug.com/live/pdf/scripts/destroyer-2018.pdf?v=1729114895,Destroyer,,,left_only,Destroyer,,,,https://assets.scriptslug.com/live/pdf/scripts/destroyer-2018.pdf?v=1729114895,pdf
,,Detroit Rock City,https://imsdb.com//scripts//Detroit-Rock-City.html,right_only,Detroit Rock City,,,,https://imsdb.com//scripts//Detroit-Rock-City.html,html
,,Devil In A Blue Dress,https://imsdb.com//scripts//Devil-in-a-Blue-Dress.html,right_only,Devil In A Blue Dress,,,,https://imsdb.com//scripts//Devil-in-a-Blue-Dress.html,html
,,Devils Advocate,https://imsdb.com//scripts//Devil's-Advocate.html,right_only,Devils Advocate,,,,https://imsdb.com//scripts//Devil's-Advocate.html,html
https://assets.scriptslug.com/live/pdf/scripts/die-hard-1988.pdf?v=1729114895,Die Hard,Die Hard,https://imsdb.com//scripts//Die-Hard.html,both,Die Hard,,,,https://assets.scriptslug.com/live/pdf/scripts/die-hard-1988.pdf?v=1729114895,pdf
https://assets.scriptslug.com/live/pdf/scripts/die-hard-2-1990.pdf?v=1729114896,Die Hard 2,Die Hard 2,https://imsdb.com//scripts//Die-Hard-2.html,both,Die Hard 2,,,,https://assets.scriptslug.com/live/pdf/scripts/die-hard-2-1990.pdf?v=1729114896,pdf
https://assets.scriptslug.com/live/pdf/scripts/die-hard-with-a-vengeance-1995.pdf?v=1729114896,Die Hard With A Vengeance,,,left_only,Die Hard With A Vengeance,,,,https://assets.scriptslug.com/live/pdf/scripts/die-hard-with-a-vengeance-1995.pdf?v=1729114896,pdf
